"ModelNo";"Coef1";"Coef2"
1;0,652603501929562;0,578198633089702
2;0,66498444440079;0,413170787283578
3;0,534169874017652;0,487690367401123
4;0,418203261519229;0,559126365706263
5;0,643540319216531;0,409939643009339
6;0,973396937267603;0,457780588905032
7;0,645642477490349;0,529484770961715
8;0,490391209453609;0,588202643995808
9;0,440451610126994;0,563488429408396
10;0,612999072178177;0,34611512486538
11;0,718941372144811;0,614766222164511
12;0,892382748725139;0,525444224350897
13;0,878384242785301;0,332600297531472
14;0,500033437236533;0,484697695305863
15;0,710022422288406;0,425836691451417
16;0,329491008393411;0,439190136526441
17;0,574914939973009;0,440492484437201
18;0,519633902402379;0,509101932506966
19;0,592655337468538;0,340414230051234
20;0,222807907677971;0,358197629908049
21;0,45541198881973;0,467233451035213
22;0,892863815813431;0,366467475855255
23;0,651915746780216;0,704389043529513
24;0,245905983138014;0,618484885220143
25;0,119979286440589;0,672725479008396
26;0,348485439501396;0,512138202409815
27;0,592192650683989;0,569954854247937
28;0,802113020762589;0,362063363563544
29;0,608085444390026;0,572804094466664
30;0,617898367083884;0,489533088525705
31;0,668133160600775;0,49627894391103
32;0,776642455189309;0,291697700006227
33;0,664734889886762;0,266734355712767
34;0,324423109187997;0,647303258902172
35;0,852954898810324;0,518830710182095
36;0,0796747080509974;0,578456546382736
37;0,584292957443463;0,467801363705209
38;0,753576010244584;0,444618249154935
39;0,754706814874526;0,322260974447033
40;0,862289005887405;0,231031520385463
41;0,759772949627723;0,498933445976622
42;0,886404142339665;0,557675735170882
43;0,760415157193983;0,277646842683171
44;0,245249453144921;0,533834362033644
45;0,7706458590002;0,544253669457516
46;0,260364102123895;0,555631087809342
47;0,586127123557463;0,509068662119097
48;0,471594118029795;0,461891290077239
49;0,666089266049386;0,635064157408294
50;0,412212043428872;0,493614396028393
51;0,826209323598095;0,332575812978299
52;0,672599849536015;0,43387049817219
53;0,484317715691276;0,441745220745662
54;0,873739432335267;0,249602212884218
55;0,821254340631465;0,563791751575163
56;0,875217683882369;0,496476601070212
57;0,285262982160703;0,583541866310724
58;0,630745131291344;0,533797993185708
59;0,538795448909637;0,446274877219753
60;0,455304339071818;0,599367819678923
61;0,34318360050655;0,44192818491701
62;0,337450098653639;0,638472318381404
63;0,836065458394447;0,383536255405697
64;0,540938501600647;0,470510530840967
65;0,375852835215094;0,469614870103328
66;0,293341941307063;0,524730063706608
67;0,876966197313062;0,506363851529027
68;0,0427694668464247;0,615237014658993
69;0,434842859314995;0,511665810277943
70;0,525277849526354;0,429003345106268
71;0,770449440106033;0,668830097885472
72;0,482395577543198;0,47806540322919
73;0,655222477784233;0,54570856805059
74;0,575143944596167;0,471970240709175
75;0,506046442828457;0,494045375476855
76;0,819628704921995;0,392095884818274
77;0,65538981215191;0,484131539581741
78;0,75128403565584;0,309357072105169
79;0,432215666746775;0,455109124160572
80;0,405797365156195;0,671057708869236
81;0,563692084785121;0,581408319700566
82;0,439412955425096;0,624866751873375
83;1,03495266261872;0,52919550282348
84;0,300346132876748;0,542695159890269
85;0,987179910309301;0,365080045257502
86;0,619224470967226;0,477371045209161
87;0,664847344499615;0,443340760598147
88;0,863058357321899;0,392061000731579
89;0,307221269784964;0,463628280713814
90;0,636612832157572;0,348891024082613
91;0,92632400686311;0,387111391237501
92;1,01112010773121;0,396809710205988
93;0,322673584373054;0,534483137167701
94;0,781594561478371;0,579351653262596
95;0,539838968021679;0,49051146108818
96;0,929767692619661;0,427322783530632
97;0,527504637209917;0,471780613569065
98;0,49310319904924;0,755426552332958
99;0,530542089835998;0,55116260413895
100;0,355198545971775;0,518573966905014
101;0,791165337859924;0,622115346423397
102;0,743600274942214;0,453637275729068
103;0,546596423964045;0,717015531957754
104;0,0315344652028445;0,574916334187
105;0,300339051591538;0,41091073035806
106;0,286241206381337;0,367418241504527
107;0,920249541416759;0,358906771451314
108;0,906999134252371;0,389830927319748
109;0,348632996884446;0,366856827991933
110;0,629467768166535;0,52183847909074
111;0,666747856984811;0,365194993453594
112;0,84376656986427;0,396873906161525
113;0,647326334392917;0,44633773043225
114;0,765481571857767;0,385255417662484
115;0,673740321465757;0,530391579497863
116;0,708159167710819;0,231055015996453
117;0,514520643820839;0,38399296587409
118;0,581896734220748;0,382707564172859
119;0,719949899689382;0,547308146022173
120;0,645336915293317;0,443431658103867
121;0,537718303139763;0,44856805896215
122;0,792888270805468;0,488037714933178
123;0,638255129553267;0,447647185859535
124;0,606559998398123;0,532011050589091
125;0,649096159874001;0,575523371287234
126;0,363175999421358;0,420606200462573
127;0,595745136863549;0,561106208880493
128;0,639346217772877;0,559332842989854
129;1,21152144674706;0,578292807153233
130;0,90173786491117;0,458975891923611
131;0,373750557566723;0,436250156712103
132;0,396548092710529;0,531338126424905
133;0,475166667609984;0,385044496709558
134;0,849845309264793;0,38691430672509
135;0,633426423156459;0,419098221504058
136;1,07234315205365;0,352700623233222
137;0,60846054614202;0,587387733906001
138;0,429579382636813;0,399709822016298
139;0,425374534123842;0,580095767022631
140;0,370719252729276;0,582915570564194
141;0,278054470935522;0,538129309673148
142;0,662704546939331;0,602517789812407
