"ModelNo";"Coef1";"Coef2"
1;0,602942751112544;0,446164829195545
2;0,382276659636074;0,505866910982766
3;0,527548908574969;0,30619770581348
4;0,219528960320304;0,579340082239204
5;0,545485969178123;0,42795027210871
6;0,563442643645125;0,403798358369623
7;0,84048599385397;0,375699895601315
8;0,465429110608719;0,455908853178039
9;0,664798157728717;0,470894093552951
10;0,301478777168606;0,59192419335656
11;0,506822284083546;0,473912755144854
12;0,870332491578394;0,514756389422882
13;0,923212908339971;0,377427471920052
14;0,924254413717679;0,472370876502157
15;0,755858269490223;0,402878658548309
16;0,284509771580627;0,608017708261914
17;0,577743797233828;0,740941673163407
18;0,63438815482192;0,544464823220362
19;0,990391833375906;0,414102407058782
20;0,649671944725756;0,325339095998297
21;0,461372762373244;0,319636054666084
22;0,185982165561925;0,46007432691168
23;0,752472892694449;0,416734910991031
24;0,214039450759797;0,620478459529478
25;0,384221125175513;0,429821854443394
26;0,68290027320777;0,497656828728305
27;0,601498895216633;0,358576706471959
28;0,782469773890435;0,578672551428591
29;0,537278163070596;0,657911849357225
30;0,677339511116507;0,565565246635072
31;0,426990351418134;0,429355518711216
32;0,729225323541856;0,399719579521621
33;0,882458349833742;0,478663609578584
34;0,63315985129843;0,733839117761345
35;0,452401212203874;0,602132828131733
36;0,448543714088318;0,469751108448018
37;0,970931642926747;0,404175717245666
38;0,528522368450666;0,370526943508774
39;0,501974631879;0,300006195581928
40;0,691463579744275;0,596501706299478
41;0,649701824932064;0,54387974400789
42;0,753207545587644;0,494677714249255
43;0,664898433869883;0,406444163138294
44;0,597290756180776;0,541791377505821
45;0,588273404366538;0,433962188580595
46;0,582987061147759;0,720775584091001
47;0,53792545572552;0,481391001494235
48;0,873283115669225;0,339673292147229
49;0,518908179575348;0,499014296889072
50;1,11369723057034;0,193794473571662
51;0,672344861602982;0,249012021291723
52;0,877328116218639;0,276432568354931
53;0,781729625682297;0,432891364505456
54;0,651787027284333;0,428774171384639
55;0,592493066691874;0,407122318839683
56;0,979781037667771;0,606419286049059
57;0,217078864135409;0,445193802111332
58;0,367259641785909;0,673678529782883
59;0,763648277248354;0,31549644974386
60;0,59322280394994;0,631114098589507
61;0,646821053313119;0,596926728710417
62;0,734347514692686;0,252631079845714
63;0,749238484832982;0,476842998570083
64;0,688213572342845;0,334998033828041
65;0,658380530100679;0,484471252184074
66;0,694508783406371;0,327054008975236
67;0,617049559749247;0,430155976209736
68;0,819580854680137;0,313361383375148
69;0,609540784085374;0,521214395814503
70;0,854373979028404;0,392099285406997
71;0,460120235937856;0,506535522296457
72;0,85098463311654;0,41453183563199
73;0,579972740568242;0,495071803761659
74;0,897048296018037;0,505885486241112
75;0,363725028386646;0,688100894755987
76;0,737405728073412;0,520010379135248
77;0,551159244235892;0,608282118958026
78;0,683284741210582;0,508498170642026
79;0,873460767122878;0,327969360998646
80;0,243877760722488;0,42979902945085
81;0,680766210564782;0,588756796726023
82;0,860460605467917;0,398604137067747
83;0,609034105790617;0,544292016729018
84;0,37909540933738;0,600285520638896
85;0,596035888604312;0,601563688471487
86;0,396848697309973;0,366506042728922
87;0,850630422856353;0,27200644141355
88;0,467355202205143;0,325470577612422
89;0,943839788046956;0,769737901689955
90;0,196350882605015;0,584328757447075
91;0,296708746867064;0,619425922405543
92;0,732016391506975;0,586061545091295
93;0,480331181382621;0,576465318382377
94;0,750541827570197;0,53622690830958
95;0,707766705491389;0,48459524675143
96;0,721056454924473;0,396866044413011
97;0,827587341335589;0,314448255171355
98;0,226868411291977;0,618507701693966
99;0,486510446077855;0,616116516644464
100;0,671057285040562;0,395169282744137
101;0,764975662078461;0,595729258216629
102;0,67104471303408;0,320960095505308
103;0,611193036548987;0,53979772452995
104;0,761127085687539;0,397990289100094
105;0,313123447122453;0,547788830056797
106;1,09649827965173;0,379601198482576
107;0,611367010976252;0,546423903029871
108;0,791711391941031;0,487003352234787
109;0,64978568903036;0,400149384673953
110;0,518252943006951;0,262070685780127
111;0,927663745900398;0,463427994815925
112;0,760948288625196;0,479038101206334
113;0,561111965715373;0,461593703719821
114;0,912792849278371;0,358497437843762
115;0,882686492071124;0,312686558690163
116;0,749259886372743;0,415948813137078
117;0,536444889718472;0,517113341006542
118;0,772997770130765;0,232454116102239
119;0,486310053776536;0,567565733354263
120;0,489910379974058;0,389720156950383
121;0,571047714542398;0,361501904411693
122;0,673166232218139;0,562257849846313
123;0,46212123800816;0,691947898250643
124;0,0834617182249961;0,503130646430754
125;0,70606535273091;0,447146317328981
126;0,957750971171934;0,354412212447491
127;0,570032585603471;0,455294900641534
128;0,544289871191137;0,505123393083211
129;0,702412905638734;0,643887482560385
130;1,06677833838728;0,218852285922901
131;0,467188852118021;0,418745784459601
132;0,909706707548856;0,3410167647896
133;0,773866040357134;0,602028317187633
134;0,767611559786989;0,549919797090038
135;0,668879001492467;0,383542312776414
136;0,395706962948706;0,50736334863922
137;0,535841064547813;0,686605394251944
138;0,547157418023376;0,542689796224046
139;0,797664673913427;0,462865357207744
140;0,537536706955842;0,406169951533103
141;0,307402156319951;0,629809848527138
142;0,617728944510743;0,509715204976319
143;0,650686326070894;0,398791081250227
144;0,557397561808235;0,706844091331413
145;0,55944051770296;0,476922376308986
146;0,302742196923721;0,577946229046601
147;0,703173163653515;0,310805247025492
148;0,41002122101348;0,633183684387199
149;0,334975982747367;0,689071512097574
150;0,680419327720196;0,514115811917664
151;1,04502244493264;0,428624833911984
152;0,732039318734674;0,493581966984787
153;0,390887638343038;0,471485794137953
154;0,648383978173033;0,564765212124629
155;0,567962766334856;0,410707225508463
156;0,711911050976087;0,265732995270032
157;0,564420754622328;0,533118229132573
158;0,492900768928178;0,469327688209703
159;0,421547291740898;0,442385481223168
160;0,256356535085205;0,417407535064598
161;0,741890081966227;0,47871331084963
162;0,31263818933418;0,482463840236363
163;0,893554268258963;0,509263458915565
164;0,509176912071067;0,45515603145678
165;0,583512729852516;0,415245350422129
166;0,758076715180118;0,395985792168773
167;1,08389026068343;0,402300504212178
168;0,479209680962276;0,279747240794004
169;0,417179268963421;0,393788236777384
170;0,414604710548264;0,675708937908403
171;0,304858194909091;0,518208454438264
172;0,533288417458216;0,552297212700451
173;0,604192260154992;0,327394108972111
174;0,709492596752974;0,448030762563542
175;0,552911444875429;0,385078634415541
176;0,692011598463035;0,330119508257547
177;0,650366554367448;0,524175520996804
178;0,513071824137722;0,390025527862409
