"No";"X_Var";"Y_Var"
1;0,362897781769018;-0,0849531294960094
1;0,0822111911445933;1,59222009194017
1;-1,0469970185268;1,11526630688486
1;-0,724040723404729;2,03111131928622
1;4;4
1;-2,39909005183535;-1,37659370607492
1;-0,359230506400861;0,886306126970083
1;1,45199584801694;1,11076928096906
1;0,256522873245395;-0,576085449433628
1;-0,181201137393633;-0,819419466548635
1;-0,0650383021102582;1,4182822148979
1;0,236941954878288;0,535121067054549
1;-2,08906729313566;0,0272899828779383
1;-1,39808388475135;0,653870994608236
1;-0,0148903195002875;0,321486577426542
1;1,93456076660305;1,64122845294947
1;4;4
1;-1,26633757672157;-0,844557076587293
1;0,0679857389750395;0,88314943320048
1;0,408293512782181;1,6366462547014
1;-0,295422276792508;-0,284750773595469
1;1,43757742925195;1,23756280579766
1;-0,884725908789542;1,23215702216673
1;1,10155227320593;-0,197766931146371
1;-0,802431167493853;1,1398790329681
1;1,19323110471849;0,756998832791687
1;0,0117004044818059;0,427450158528188
1;0,524839302887483;0,0532898859932297
1;0,132529493682371;-0,217051061851764
1;1,02114446778933;1,1516405118811
2;-0,267466353801181;0,99255416519555
2;-0,279252561524703;-0,0951978983562854
2;-1,48506778041518;-0,534383458232183
2;-1,00806207891762;0,598496335488327
2;-1,55237839158356;0,607978146226457
2;-0,222206400954543;1,78544311698227
2;0,0149323841771666;1,52337124891736
2;0,489045550605793;-1,23571756015638
2;0,00837283145973656;0,876848017790104
2;1,28291416560723;-0,189335767977944
2;0,481310362518149;-0,104663567221181
2;4;4
2;-1,074064390165;1,60119020084018
2;-0,0894133617752165;0,352594794371769
2;1,60242965039983;-1,1099519169
2;4;4
2;0,316917698691726;0,283424110277671
2;0,029118424477798;0,208296566613584
2;0,401171907350542;0,252190056505448
2;-2,13605550989927;1,04944884019589
2;0,889093458269735;-0,362573094104288
2;-0,265262584245458;2,40304517389722
2;-0,702435613674546;1,09515423869264
2;0,146785228275881;1,08986860135451
2;-1,4807485168557;0,087637815708882
2;-0,566136934412814;2,21203406681002
2;0,0907493575793759;-0,416648316591797
2;-0,209656826841082;0,672662691185501
2;-1,27561823453966;-0,58478848633718
2;-1,00694401403259;-1,05487671766056
3;-0,53434458246864;0,987834333698799
3;0,771844457660708;2,05617475765324
3;-0,766404180488444;-0,532031177207081
3;-0,884184611541723;-0,709782366456964
3;-0,352229259582462;2,47598707621599
3;0,298837333067333;0,493222742396562
3;-1,04567398730459;1,04246776751034
3;1,70336035769452;0,782960088237286
3;-1,65918302552273;0,115590839454446
3;-0,0288088607785086;-1,04329475086267
3;-0,0913394728134748;-1,29597590675661
3;0,504851001275514;0,265544467870553
3;0,161244297012169;1,32335371933734
3;-1,60634076360335;-0,699633566496961
3;-0,264308324232453;-0,908085741562501
3;-0,418694983651393;-0,258034511295432
3;-0,167594925008139;0,131637062674474
