"ModelNo";"Coef1";"Coef2"
1;0,664155719309293;0,10452618243954
2;0,203607532365517;0,196075336423675
3;0,210564924624911;0,0944325657239126
4;0,250495045199459;0,203328755094866
5;0,628146986453688;0,13186805812602
6;0,612919208366868;0,173463338335873
7;0,632005414128351;0,300351180247546
8;0,382943625038176;0,450753100436644
9;0,786805973747959;0,373865733356025
10;0,306760602679539;0,923309849330115
11;0,286411612288802;0,348029665742066
12;0,763887229867653;0,809028192533087
13;1,09224562356204;0,00823662106203302
14;1,07891838600187;0,37769075330704
15;0,646035277062535;0,462012466950249
16;0,203608663149703;0,465538321105066
17;0,609070483415752;0,847732379146062
18;0,840688462401908;0,321786051938256
19;1,19375024854969;0,701562437862577
20;0,626873290815608;0,246383382036067
21;0,47235354881175;-0,0971218558474177
22;-0,0107519436711993;0,303045810709633
23;0,764193561416505;0,425196388694126
24;0,283786530667415;0,643782628348246
25;0,265056270702409;0,152929996579782
26;0,816008720485573;0,556041804779863
27;0,486504854198976;0,116139481465025
28;0,779180866487376;0,805204783378156
29;0,38357230153911;0,830458632813029
30;0,806863781287204;0,509388019816239
31;0,464177138256789;0,0261257241868526
32;0,548992343483455;0,215664870986155
33;0,878912306993392;0,516331677208705
34;0,396577411017827;0,900855647245543
35;0,369232405635589;0,907691898591103
36;0,35500984909653;0,104888310208885
37;0,802479752815948;0,198222500856367
38;0,555459311874573;0,030819408051975
39;0,536017079175845;0,109152555228813
40;0,734557288951794;0,626893966048112
41;0,599114423772244;0,783198297374875
42;0,814370282113529;0,796407429471618
43;0,511011600698878;0,426853318547212
44;0,598698507997683;0,515463542570892
45;0,517294083488484;0,436622405110842
46;0,635250518960934;0,841187370259767
47;0,830085390237654;0,289820966871871
48;1,14425326093139;0,364368364433336
49;0,36017215756162;0,629287957066272
50;0,949163164996967;0,121900970295111
51;0,529952736633245;-0,00819699704473515
52;0,699653670399501;0,316520816485351
53;0,955433789929133;0,616165827055728
54;0,588615047824771;0,852846238043807
55;0,724964326230947;0,504818289572117
56;0,877270431619742;0,780682392095065
57;0,421542672129618;0,341069119865058
58;0,358764318643357;0,691867117370297
59;0,708350634072271;0,0452688901514962
60;0,357949731759434;0,910512567060141
61;0,400366747572337;0,384307037019173
62;0,384353662222917;0,207427667827291
63;0,709431434475034;0,586212838830384
64;0,648451149372294;0,295430376507797
65;0,684230589005073;0,323111172609758
66;0,727819623612152;0,27957127108114
67;0,560522119939277;0,487279433928912
68;0,690668494489405;-0,00662939720082502
69;0,405851567510092;0,450266302759777
70;0,919772520173286;0,265846464487306
71;0,405453633034393;0,590089370800339
72;0,738144051828776;0,406691688994328
73;0,652679432481325;0,548064329983518
74;1,06667365139078;0,581960116299692
75;0,699344050675524;0,825163987331119
76;0,749307998066971;0,812673000483257
77;0,337209020983775;0,901960253605086
78;0,835416615288409;0,7239346767126
79;0,72774086773756;0,226455134731455
80;-0,00793892023574488;0,357530412430562
81;0,695232298056449;0,733486616035374
82;0,738668295708293;0,23815922714905
83;0,479250844664774;0,46105552880113
84;0,243448799697498;0,685190749176782
85;0,638678923481955;0,759755796777193
86;0,413516232966113;0,391932555321836
87;0,792783673648628;0,100929785304976
88;0,390782588650271;0,0516013719744592
89;0,700636533088617;0,824840866727846
90;0,233290859091781;0,226630190971208
91;0,34292021549581;0,914269946126048
92;1,00887139489724;0,747782151275691
93;0,674055089764365;0,600640915147291
94;0,761647379545802;0,407248750899903
95;0,507592370798797;0,212506466980036
96;0,720475413744108;0,0906010715036181
97;0,929679400953959;-0,0647857946898363
98;0,0766076071456569;0,490699823536894
99;0,467809867633696;0,618872226233546
100;0,517872373500672;0,156718065685871
101;0,945050909797218;0,541467465100761
102;0,351562482066015;0,144999238939106
103;0,703596011904427;0,506184692932059
104;0,692961561797004;-0,063099634721123
105;0,249792451948724;0,337148663864168
106;1,0536999717954;0,234788060994096
107;1,0462218665921;0,644664816941014
108;0,885297258000675;0,539880821293835
109;0,762168100539115;0,142798541093292
110;0,326265779426106;-0,18574082041971
111;0,929883711680801;0,418642835121714
112;0,45759228800783;0,223834443081071
113;0,720417758471847;0,12350455008225
114;0,967779061121529;0,0454686425595535
115;0,784583835508492;-0,00118239900834854
116;0,826132117520811;0,427776962712393
