"No";"X_Var";"Y_Var"
1;0,659249374181413;0,457251927649472
1;0,271990639306393;-1,88453478566537
1;-0,389524479455129;0,699524103066915
1;4;4
1;1,81079113484728;0,677833364636341
1;-0,500170281596337;-0,114022595535072
1;0,709129355864485;-1,18516057948657
1;0,336424066409127;0,212050133479811
1;-0,387498371089429;-0,23237903962469
1;-0,898637717209113;1,11274592799864
1;-0,477548141865655;1,75662047633881
1;-1,29903875113125;0,528372157812516
1;1,02457452011385;1,14131474676243
1;0,364882745814003;1,34086829876504
1;-0,260796250028456;0,9243676391364
1;-0,738721359824932;0,124057461357785
1;1,22122304877704;0,791805502505134
1;-1,54733939453167;0,972574677254948
1;0,743920170036851;-0,43485244087843
1;-1,97023964764261;1,21349639488944
1;0,776983245534101;1,0032721320393
1;-0,0324386715564832;-0,575342575592221
1;1,0108666987553;0,159748043081069
1;0,747983903270135;0,459434381488896
1;-0,206429281706584;0,787856031422412
1;0,971776351445274;0,325526308862103
1;0,103638760572489;1,81302050110963
1;4;4
1;-0,045503877040148;2,50479995450417
1;-0,73689510033198;-0,359295758707649
2;0,114819485785662;0,978686844055998
2;0,664943368706508;0,717069788763384
2;0,557869947838778;-0,19833391226349
2;-0,158610817247534;-0,413458377283227
2;-1,7025462482267;-0,130219796032399
2;-1,64658669980925;-2,10874708274914
2;1,31647161533526;1,11077794747631
2;-0,150151109955661;-0,521745775111268
2;1,14133390278533;1,83220213438728
2;-0,795036841807262;-0,106183773117494
2;-1,95141262367176;-0,0287934971083642
2;1,36440382507682;0,311823022617979
2;1,09037042506366;-1,06159885259867
2;0,0307581491232179;0,535887815816076
2;0,684348805790504;1,19186180997872
2;4;4
2;0,187397646809466;0,795736681414211
2;1,53171601205196;0,392408053320868
2;0,72042699961304;0,294577593815786
2;4;4
2;2,07761631311199;0,184985864274994
2;0,41824457939933;-0,347411021053246
2;-0,899766680207443;-0,00653084791080094
2;1,10792062946685;0,42084344251896
2;0,281834631920553;-0,160645069262049
2;0,333462354486822;1,92668163813329
2;0,312412706736044;0,204154186559212
2;-0,611428904505064;1,2666197260029
2;-2,49647803385671;1,53069554582953
2;-0,612741868945088;0,37676882046812
3;1,05406159602637;-0,261583290456225
3;0,795891355759306;-0,915710129720906
3;1,40132751586912;0,279437302095117
3;-2,02892734529763;0,0189681097410488
3;-2,58808622201296;0,404541287037537
3;1,08796027766183;0,210152514840633
3;1,09747559208414;0,599319687641806
3;-1,60830356062059;2,18475172054455
3;1,29291851093482;0,332658536884426
3;0,47866266627571;-0,00203040774519292
3;-0,613375190932572;1,46364331585131
3;-0,53296471900559;0,271554812912006
3;-1,6822945904689;-0,0609928441672853
3;0,366144591992974;-1,43193530630719
3;4;4
3;-0,255752246880804;-0,0331754883168116
3;4;4
3;0,449379997698679;1,43937758217119
3;-0,491781154855155;2,54060983504775
3;-0,313087996654888;1,10318283078683
3;-0,794585854902478;0,565625219975161
3;-0,0279628148436746;0,848299278017222
3;1,22191324050462;0,128724394128433
3;-0,0981560245630538;0,0698971919006307
3;0,028421830744248;0,133719348978642
3;1,25884217791826;1,58555001805437
3;-0,47858614993484;-0,407074866116757
3;0,964983838550994;0,043084828670621
3;2,12902392262269;-0,882482356225029
3;0,773331718003487;0,93176778868569
4;4;4
4;-1,37538796921184;0,0789571393660699
4;-0,562591615718677;-0,331848457799855
4;-1,78202690918896;0,459454935882022
4;-0,405361184136799;-0,581017985513556
4;-0,520001028060048;-0,746712234208573
4;0,501675034833662;-1,71400537950664
4;-0,4496961665604;-1,19369746977002
4;-1,24652677002592;-0,700006672910701
4;0,400520530575911;0,217488051637428
4;2,65277039632885;0,789879547437517
4;0,985503405046368;0,0051442913564918
4;-0,169502100491875;1,75033694448279
4;0,297242020358549;-0,0550655336943277
4;-0,283804336828254;1,40244956536649
4;0,41888787687683;-0,111542271407152
4;-0,71973364629487;0,104152498898435
4;0,661259802528746;-1,38378546006302
4;4;4
4;0,611034288504989;-0,661932106447735
4;-0,15861024099522;0,896964655384613
4;-0,817866323156415;-0,797262173562987
4;0,337132827198301;-1,25842621255162
4;-0,535766516836616;0,194163182823387
4;-0,813463160309185;0,0870456730472317
4;0,920594928123783;1,33198070487781
4;-2,30405122173333;0,197744939132825
4;1,90335897559269;1,85488880768153
4;-1,02661478837256;0,254313739711517
4;0,735734030109799;1,54047029354251
5;-1,38426675800908;0,989465068570936
5;-0,458939842098114;1,12890351708068
5;-2,40015487514147;0,814828636878253
5;-1,13060284741896;2,11986495207373
5;4;4
5;-0,972222576200897;0,0559552034757174
5;1,75602011282901;1,03823848706282
5;-0,179664274528078;0,984562460568658
5;-0,0122731415735031;0,649329681116401
5;0,241884876010849;-2,27306150806431
5;-0,890607341867533;-1,07196770702544
5;1,20711079041608;0,236577189222421
5;1,21171786029012;0,787933867686763
5;1,13525762527727;0,215704956501357
5;4;4
5;-1,07251069901571;0,952564902125346
5;0,288452075883571;0,145241248006852
5;0,612124395275901;0,589914571562509
5;-1,1499620222981;-1,41040513358958
5;-0,00291347366488598;-0,51752900458295
5;-0,96285650319162;0,501176969123799
5;-0,289725672705387;-0,148944951564437
5;-1,47429417009875;1,3809041992313
5;1,01865231292201;2,09038371134618
5;-0,567266735234004;-0,103154627405133
5;-1,80439003951924;0,662771636184034
5;-0,509181820746956;-1,60747544693259
5;0,62465601527579;-0,256558436697137
5;-0,0236447058452059;1,89818494202374
5;1,5012787437575;-0,499547375316057
6;-0,345690580391811;0,552954566260838
6;1,43922310119667;-0,176729533706646
6;-1,47590807815397;-0,790316965122079
6;0,0762543372826891;0,674670241249336
6;-1,17094535937835;0,480364151706125
6;-0,181815364629485;-2,27967478955713
6;0,757721178668481;-1,66999703860699
6;-0,369948724183428;-0,361967108478343
6;0,734581081816961;-1,0734269206481
6;-1,66234895178685;0,98316725990144
6;0,274888468342962;0,281203683259091
6;-0,061171763616984;-0,650473806336825
6;4;4
6;-0,953119806437911;1,62849964129583
6;4;4
6;1,59423113521467;1,59794939157502
6;-0,0592816051821146;1,21275679716411
6;-1,57508013594476;0,328462563895318
6;-0,546263852850882;0,851136619959393
6;-1,15025732350113;2,7890426606155
6;0,631255553094938;0,19228645275344
6;-1,55763831915349;0,342726065606625
6;0,457216244353233;2,20108033797438
6;1,00964422382592;1,40805089315418
6;0,589489960349265;-0,941125033934825
6;-0,318771041080161;1,20702576050502
6;1,54634675106613;0,150481388317979
6;1,21553237561107;0,793243262211835
6;1,05696525931075;0,50275390839766
6;-0,342792454531826;1,74297568903149
7;1,80082967484052;1,14629666428792
7;0,602572586941449;0,142407935982844
7;-1,55175484246123;0,161944747694986
7;-1,49518070174852;-0,0390064594087102
7;0,157217780864399;0,298517469820471
7;-1,58460115491094;0,156068587029226
7;4;4
7;0,712204493991473;2,97067729904906
7;0,484634366666199;-1,43936454942937
7;-0,735805317390308;0,411005418617752
7;0,151380660944367;0,675896356780023
7;-0,971591976063446;1,29605932298165
7;-2,41200589025119;0,97096769008058
7;-0,403645739540202;0,938774186330936
7;-1,27500326697887;2,8377499592252
7;-1,86376168847719;0,305080862164185
7;1,14820726337672;2,22234211341878
7;-1,14808488075693;1,19420659411513
7;0,74655836465059;0,108059396531467
7;-1,14153706249919;0,211245132147293
7;0,609617528856305;-0,162010940129733
7;1,42899109004015;-0,270959547691238
7;0,39119079487181;1,47262228207071
7;1,64705873320583;-0,393213919916826
7;-0,105152250829968;-0,0608018788084392
7;-1,5222355785584;-0,919460448755842
7;-0,804875617971209;0,794105891500855
7;1,28433456350709;1,05917709667999
7;4;4
7;-1,00396313631322;1,5565939020621
8;2,77252106957797;1,26845771069219
8;-0,191781931295085;0,535917321337868
8;4;4
8;0,114214525175146;1,16844865761039
8;0,0523486203116567;0,406539927947236
8;-0,481212259839092;-0,179892798897385
